"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"613691","occ","20167","","65929","Centrosaurus apertus","species","63911","Late Campanian","","83.6","72.1","26153","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","-111.575401","50.794701","CA","Alberta","","stated in text","4","small collection","UTM 5627150 N, 459450 E"
"613692","occ","","","65931","Centrosaurus apertus","species","63911","Late Campanian","","83.6","72.1","18896","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","-111.473801","50.753601","CA","Alberta","","stated in text","4","small collection","UTM 5622530 N, 466580 E; E of BB 43 and higher"
"613693","occ","","","65932","Centrosaurus apertus","species","63911","Late Campanian","","83.6","72.1","18896","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","-111.471397","50.754002","CA","Alberta","","stated in text","3","small collection","UTM 5622580 N, 466750 E; E of BB 43 and higher"
"620355","occ","19036","","66798","Shixinggia oblita","species","87638","Maastrichtian","","72.1","66","19021","Chordata","Reptilia","Theropoda","Oviraptoridae","Shixinggia","114.066704","24.950001","CN","Guangdong","Shixing","estimated from map","4","small collection","Luyuan, Shixing (Shixin) county"
"621155","occ","33246","","66893","Notohypsilophodon comodorensis","species","86837","Late Cenomanian","Early Turonian","100.5","89.8","19032","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Thescelosauridae","Notohypsilophodon","-69.288971","-44.914669","AR","Chubut","","estimated from map","6","small collection","28 km NE of pueblo of Buen Pasto, in S-central Chubut province"
"621461","occ","","","66924","Shaochilong maortuensis","species","65685","Turonian","","93.9","89.8","19051","Chordata","Reptilia","Theropoda","Carcharodontosauridae","Shaochilong","105.943283","40.301338","CN","Nei Mongol","","based on nearby landmark","5","outcrop","Maortu, about 60 km N of Chilantai (Jilantai), on E side of Chilantai Salt Lake (Chilantaiyen Chih), E part of Alashan Desert"
"621492","occ","","","66925","Chilantaisaurus tashuikouensis","species","54836","Turonian","","93.9","89.8","19051","Chordata","Reptilia","Theropoda","Neovenatoridae","Chilantaisaurus","105.943283","40.301338","CN","Nei Mongol","","based on nearby landmark","5","outcrop","Tashuikou (= Dashuigou, Tao-Suei-Gou), about 60 km N of Chilantai (Jilantai), on E side of Chilantai Salt Lake (Chilantaiyen Chih), E part of Alashan Desert"
"621556","occ","","","66924","Gobisaurus domoculus","species","84235","Turonian","","93.9","89.8","18341","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Gobisaurus","105.943283","40.301338","CN","Nei Mongol","","based on nearby landmark","5","outcrop","Maortu, about 60 km N of Chilantai (Jilantai), on E side of Chilantai Salt Lake (Chilantaiyen Chih), E part of Alashan Desert"
"621557","occ","","","66926","Sinosaurus triassicus","species","64287","Sinemurian","","199.5","192.9","19052","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Sinosaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"621558","occ","","","66926","Gyposaurus sinensis","species","64288","Sinemurian","","199.5","192.9","19052","Chordata","Saurischia","NO_ORDER_SPECIFIED","Anchisauridae","Gyposaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"621559","occ","","","66926","Lufengosaurus huenei","species","56597","Sinemurian","","199.5","192.9","19052","Chordata","Saurischia","NO_ORDER_SPECIFIED","Massospondylidae","Lufengosaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"621560","occ","","","66926","Lufengosaurus magnus","species","64306","Sinemurian","","199.5","192.9","19052","Chordata","Saurischia","NO_ORDER_SPECIFIED","Massospondylidae","Lufengosaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"621561","occ","","","66926","Yunnanosaurus huangi","species","56629","Sinemurian","","199.5","192.9","19052","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yunnanosaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"621562","occ","","","66926","Yunnanosaurus robustus","species","64403","Sinemurian","","199.5","192.9","19052","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yunnanosaurus","102.076118","25.178595","CN","Yunnan","Lufeng","based on nearby landmark","6","local area","given only as ""Lufeng"""
"623341","occ","18585","","67094","Gasparinisaura cincosaltensis","species","65254","Early Campanian","Middle Campanian","83.6","72.1","19125","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Parksosauridae","Gasparinisaura","-68.030663","-38.844379","AR","Río Negro","","estimated from map","6","small collection","2 km SE of Cinco Saltos cemetery in Cinco Saltos city, NW Río Negro province"
"623388","occ","","","55335","Hylaeosaurus armatus","species","52782","Early Albian","","113","109.9","52651","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Hylaeosaurus","4.866700","49.333302","FR","Champagne-Ardenne","Ardennes","based on nearby landmark","4","small collection","Grandpré, in the Ardennes Forest, NE France"
"624186","occ","","","67203","Carcharodontosaurus saharicus","species","65364","Late Aptian","Early Albian","119.5","109.9","19183","Chordata","Reptilia","Theropoda","Carcharodontosauridae","Carcharodontosaurus","10.255789","33.172859","TN","Médenine","","estimated from map","6","small collection","4 km NW of B'ir Miteur (= Bir Miteur, Gebel Miteur, Jebel Miteur), 28 km NW of Foum Tatahouine"
"624237","occ","","","67218","Zapalasaurus bonapartei","species","89457","Late Barremian","Early Aptian","125.77","119.5","19193","Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Zapalasaurus","-70.153053","-39.555279","AR","Neuquén","","stated in text","seconds","small collection","Puesto Morales, La Picaza, S-central Neuquén province"
"624238","occ","40103","","67219","Amazonsaurus maranhensis","species","89459","Late Aptian","Middle Albian","119.5","106.2","19194","Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Amazonsaurus","-44.360516","-3.402652","BR","Maranhão","Itapecuru-Mirim","estimated from map","6","small collection","2 km S of Itapecuru Fm type section, Itapecuru-Mirim county, Maranhão state, Parnaíba Basin"
"624286","occ","34699","","67236","Gigantspinosaurus sichuanensis","species","89461","Bathonian","Callovian","168.2","161.5","19209","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Gigantspinosaurus","104.707771","29.218168","CN","Sichuan","Zigong","based on nearby landmark","6","small collection","Pengtang, Jinquan, Zigong. Also listed as Yinhe village, Zhongquan"
"624643","occ","23342","","67296","Cathartesaura anaerobica","species","89495","Late Cenomanian","Turonian","100.5","89.8","19213","Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Cathartesaura","-69.184166","-39.628613","AR","Río Negro","","estimated from map","seconds","small collection","In northwestern Patagonia about 80 km southwest of Cipolletti close to the south shore of Lake Ezequiel Ramos-Mexía."
"624645","occ","38907","","61578","Maxakalisaurus topai","species","89500","Late Campanian","Early Maastrichtian","83.6","66","19214","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Maxakalisaurus","-49.245277","-19.457222","BR","Minas Gerais","Prata","stated in text","seconds","small collection","in the Prata Paleontological District, Triângulo Mineiro, Sierra de Boa Vista (= Boa Vista Hill), 45 km W of Prata, Bauru Basin; 70 km from Uberlandia near km 119 on Prata-Campina Verde highway (Br-497)"
"625402","occ","","","67448","Titanosaurus blanfordi","species","64310","Maastrichtian","","72.1","66","19228","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Titanosaurus","79.181740","20.998880","IN","Maharashtra","","estimated from map","6","outcrop","on E side of outlier S of village of Panchgaon"
"625892","occ","26062","","67540","Arrudatitan maximus","species","205609","Late Campanian","Early Maastrichtian","83.6","66","38516","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Arrudatitan","-48.581944","-21.328890","BR","São Paulo","","stated in text","seconds","small collection","Santa Irene farm, a property located near the limits between Monte Alto and Cândido Rodrigues municipalities (Iori 2019; GPS = S21º19′44.3″/W 48º34′54.6″). Santucci and Arruda-Campos (2011) mentioned that the site is located about 12 km southwest of Monte Alto, but its position in their map (Santucci and Arruda-Campos 2011: Figure 1) is not correct. In fact, the outcrop is located further 9 km to northwest of the point marked at that map, within Cândido Rodrigues municipality (Silva Junior et al. 2021).\r\n- Theropod teeth inferred to come from this site based on specimen numbers and text description in Tavares et al. 2014: ""These teeth were collected during the field seasons (1997–1998) which focused on the recovery of a semi-articulated titanosaur skeleton."""
"626780","occ","","","67611","Jinzhousaurus yangi","species","90097","Late Barremian","Early Aptian","125.77","119.5","19265","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Iguanodontidae","Jinzhousaurus","121.138130","41.134010","CN","Liaoning","Yixian","based on nearby landmark","6","small collection","Baicaigou (= Baitaigou), Toutai, approx. 11 km N of Yizhou, Jinzhou region, western Liaoning; Jinzhou city, Yixian county"
"626784","occ","","","67612","Arrhinoceratops brachyops","species","63401","Late Campanian","Early Maastrichtian","83.6","66","19269","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Arrhinoceratops","-112.875389","51.610523","CA","Alberta","","based on nearby landmark","6","small collection","on the Red Deer River, opposite Neill's Ranch, 6 mi. W and 3 mi above (N of) Bleriot Ferry, 125 ft above river"
"627206","occ","","","58813","Pachycephalosaurus wyomingensis","species","64648","Maastrichtian","","72.1","66","19309","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pachycephalosaurus","-102.090607","45.096218","US","South Dakota","","based on political unit","6","small collection","described only as ""central South Dakota"" - this is a proxy site location"
"627850","occ","29319","","47812","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.6","72.1","48570","Chordata","Reptilia","Theropoda","Dromaeosauridae","Dromaeosaurus","-111.524963","50.748547","CA","Alberta","","stated in text","6","outcrop","Microvertebrate sites are located within the Dinosaur Provincial Park, 48 km northeast of Brooks, Alberta. UTM coordinates and elevation are provided in Eberth (1990)."
"628140","occ","29328","","22697","Richardoestesia isosceles","species","58875","Late Campanian","","83.6","72.1","48570","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-111.631660","50.809345","CA","Alberta","","stated in text","6","small collection",""
"628141","occ","38246","","22697","Saurornitholestes langstoni","species","54556","Late Campanian","","83.6","72.1","76402","Chordata","Reptilia","Theropoda","Dromaeosauridae","Saurornitholestes","-111.631660","50.809345","CA","Alberta","","stated in text","6","small collection",""
"628142","occ","29320","","22697","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.6","72.1","48570","Chordata","Reptilia","Theropoda","Dromaeosauridae","Dromaeosaurus","-111.631660","50.809345","CA","Alberta","","stated in text","6","small collection",""
"628855","occ","31562","","67811","Magyarosaurus dacus","species","64331","Early Maastrichtian","","72.1","66","19377","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Magyarosaurus","23.092192","45.493622","RO","Hunedoara","","estimated from map","6","outcrop","near Pui, in the Barbat River Valley, 15 km SE of Sinpetru"
"628856","occ","31563","","67811","Zalmoxes robustus","species","66741","Early Maastrichtian","","72.1","66","19377","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Rhabdodontidae","Zalmoxes","23.092192","45.493622","RO","Hunedoara","","estimated from map","6","outcrop","near Pui, in the Barbat River Valley, 15 km SE of Sinpetru"
"629047","occ","","","67817","Magyarosaurus dacus","species","64331","Early Maastrichtian","","72.1","66","19377","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Magyarosaurus","22.783331","45.616669","RO","Hunedoara","","based on nearby landmark","5","small collection","near village of Valioara"
"629048","occ","","","67817","Zalmoxes robustus","species","66741","Early Maastrichtian","","72.1","66","19377","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Rhabdodontidae","Zalmoxes","22.783331","45.616669","RO","Hunedoara","","based on nearby landmark","5","small collection","near village of Valioara"
"629281","occ","","","45090","Tsaagan mangas","species","90550","Late Campanian","","83.6","72.1","19381","Chordata","Reptilia","Theropoda","Dromaeosauridae","Tsaagan","100.901947","43.664444","MN","Omnogov","Gurvan Tes","based on nearby landmark","seconds","outcrop","Xanadu (and some specimens from just south of it), = sublocality 7, Ukhaa Tolgod, Gurvan Tes Somon, Omnogov Aimak, Mongolia; near salt extraction settlement of Daus"
"632008","occ","21895","","67973","Nothronychus graffami","species","149862","Early Turonian","","93.9","89.8","30325","Chordata","Reptilia","Theropoda","Therizinosauridae","Nothronychus","-111.663612","37.082500","US","Utah","","based on nearby landmark","6","small collection","near Big Water, southern Utah"
"632009","occ","","","67974","Erlikosaurus andrewsi","species","66667","Cenomanian","Santonian","100.5","83.6","13909","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Erlikosaurus","107.518059","43.144169","MN","Omnogov","","estimated from map","seconds","outcrop","Bayshin-Tsav, in SE Mongolia"
"632177","occ","","","68001","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","19433","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.169876","29.104792","US","Texas","Brewster","estimated from map","6","small collection","near Talley Mountain, Big Bend National Park"
"632186","occ","18753","","68003","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","19433","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.169876","29.104792","US","Texas","Brewster","estimated from map","6","small collection","near Talley Mountain, Big Bend National Park"
"632193","occ","","","68003","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","11752","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.169876","29.104792","US","Texas","Brewster","estimated from map","6","small collection","near Talley Mountain, Big Bend National Park"
"632204","occ","","","68006","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","11752","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.169876","29.104792","US","Texas","Brewster","estimated from map","6","small collection","near Talley Mountain, Big Bend National Park"
"632208","occ","","","68007","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","19433","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.516487","29.300550","US","Texas","Brewster","estimated from map","6","small collection","Dawson Creek area, Big Bend National Park"
"632211","occ","","","68008","Richardoestesia isosceles","species","58875","Middle Campanian","Late Campanian","83.6","72.1","19433","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.565620","29.228554","US","Texas","Brewster","estimated from map","6","small collection","Rattlesnake Mountain, Big Bend National Park"
"632231","occ","","","68017","Kangnasaurus coetzeei","species","81249","Late Cretaceous","","100.5","66","45359","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kangnasaurus","18.419443","-29.520279","ZA","Western Cape","","stated in text","seconds","small collection","from a well on the farm Kangnas, in a wide shallow valley leading to the Orange River at Henkries; well sunk in the Koa River valley, about 7.5 km S of Henkries Mound in Little Bushmanland, 15 km SW of Goodhouse. Later determined to be 60 km E of Springbok, on the portion Goebees (Goubies) of the farm Kangnas 77. Close to the present-day farmhouse and outbuildings on Goebees."
"632251","occ","","","68019","Turiasaurus riodevensis","species","91330","Late Kimmeridgian","Tithonian","152.2","145","19463","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turiasaurus","-1.133307","40.127270","ES","Aragón","Teruel","stated in text","5","small collection","UTM 659049 4443553; sauropod remains all found within an area of 280 m2"
"632253","occ","39999","","68019","Dacentrurus armatus","species","52989","Late Kimmeridgian","Tithonian","152.2","145","82563","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Dacentrurus","-1.133307","40.127270","ES","Aragón","Teruel","stated in text","5","small collection","UTM 659049 4443553; sauropod remains all found within an area of 280 m2"
"632254","occ","41147","","68019","Oblitosaurus bunnueli","species","477068","Late Kimmeridgian","Tithonian","152.2","145","85812","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Oblitosaurus","-1.133307","40.127270","ES","Aragón","Teruel","stated in text","5","small collection","UTM 659049 4443553; sauropod remains all found within an area of 280 m2"
"632277","occ","","","68022","Protopteryx fengningensis","species","91349","Hauterivian","","132.6","125.77","19468","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Protopteryx","116.650002","41.200001","CN","Hebei","Fengning","based on political unit","minutes","local area","coordinate based on Fengning Xian (= County)"
"632299","occ","","","47800","Efraasia minor","species","54997","Alaunian","","216.7","213.2","10510","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Efraasia","8.976400","49.064400","DE","Baden-Württemberg","","based on nearby landmark","4","outcrop","Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
"632300","occ","","","47800","Efraasia minor","species","54997","Alaunian","","216.7","213.2","19481","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Efraasia","8.976400","49.064400","DE","Baden-Württemberg","","based on nearby landmark","4","outcrop","Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
"632301","occ","","","47800","Efraasia minor","species","54997","Alaunian","","216.7","213.2","19481","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Efraasia","8.976400","49.064400","DE","Baden-Württemberg","","based on nearby landmark","4","outcrop","Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
"632302","occ","18794","","47785","Plateosaurus gracilis","species","54996","Norian","","227","208.5","12791","Chordata","Saurischia","NO_ORDER_SPECIFIED","Plateosauridae","Plateosaurus","9.142778","48.760555","DE","Baden-Wurttemberg","Stuttgart","based on nearby landmark","seconds","outcrop","Discoveries came from large quarry or chain of quarries, but locality data is imprecise. Most collections likely came from the ""Heslacher Wand"" cliff face at the mouth of the Nesnbach Valley to the east of Heslach. This large outcrop runs today for more than 200 metres from northwest to southeast (see Hungerbühler 1998: 380–383). Gauß-Krüger coordinates given by Hungerbühler (1998) are R 351058 H 540260. Note that this is distinct from the ""Billert"" quarry near Heslach that yielded abundant material of Aetosaurus. Note also that some of the specimens included here were listed by Hungerbühler (1998) as ""Heslach or Kaltental"". "
"632303","occ","","","68038","Plateosaurus gracilis","species","54996","Norian","","227","208.5","19481","Chordata","Saurischia","NO_ORDER_SPECIFIED","Plateosauridae","Plateosaurus","8.682539","48.102707","DE","Baden-Wurttemberg","","based on nearby landmark","6","small collection","Aixheim, near Neuhaus, in Rottweil"
"632304","occ","","","47785","Plateosaurus gracilis","species","54996","Norian","","227","208.5","16920","Chordata","Saurischia","NO_ORDER_SPECIFIED","Plateosauridae","Plateosaurus","9.142778","48.760555","DE","Baden-Wurttemberg","Stuttgart","based on nearby landmark","seconds","outcrop","Discoveries came from large quarry or chain of quarries, but locality data is imprecise. Most collections likely came from the ""Heslacher Wand"" cliff face at the mouth of the Nesnbach Valley to the east of Heslach. This large outcrop runs today for more than 200 metres from northwest to southeast (see Hungerbühler 1998: 380–383). Gauß-Krüger coordinates given by Hungerbühler (1998) are R 351058 H 540260. Note that this is distinct from the ""Billert"" quarry near Heslach that yielded abundant material of Aetosaurus. Note also that some of the specimens included here were listed by Hungerbühler (1998) as ""Heslach or Kaltental"". "
"632312","occ","18796","","67138","Pararhabdodon isonensis","species","68155","Late Maastrichtian","","72.1","66","19486","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Pararhabdodon","1.054786","42.161385","ES","Cataluña","Lleida","estimated from map","6","small collection","Tremp Basin, near Isona and Sant Roma d'Abella"
"632323","occ","34923","","68042","Ojoceratops fowleri","species","170630","Late Maastrichtian","","72.1","66","66250","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-108.084198","36.343899","US","New Mexico","San Juan","based on nearby landmark","4","small collection","near head of WIllow Wash, within Bisti/De-na-zin Wilderness Area"
"632336","occ","38286","","68045","Daspletosaurus horneri","species","351539","Late Campanian","","83.6","72.1","76532","Chordata","Reptilia","Theropoda","Tyrannosauridae","Daspletosaurus","-112.222694","47.806286","US","Montana","Teton","based on nearby landmark","6","outcrop","precise locality information unavailable, so coordinates based on randomly chosen Cretaceous outcrop W of Choteau"
"632803","occ","","","55329","Camarasaurus grandis","species","52961","Tithonian","","149.2","145","19565","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-108.774719","39.167778","US","Colorado","","based on nearby landmark","seconds","small collection","about 3 km S of Fruita, near Colorado River, about 400 m W of Riggs Quarry 15 at Dinosaur Hill"
"632849","occ","25903","","68099","Camarasaurus grandis","species","52961","Late Kimmeridgian","Tithonian","152.2","145","19566","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.823196","35.515598","US","New Mexico","Sandoval","stated in text","4","small collection","NE 1/4, SE 1/4, SW 1/4 of sec 22, T15N, R1E; near San Ysidro, in a small arroyo"
"634421","occ","35295","","68256","Crittendenceratops krzyzanowskii","species","378711","Late Campanian","","83.6","72.1","67323","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Crittendenceratops","-110.848335","31.696114","US","Arizona","Santa Cruz","based on nearby landmark","6","small collection","Mt. Wrightson quad"
"635128","occ","","","68331","Dromaeosauroides bornholmensis","species","92202","Late Berriasian","","140.6","139.8","19697","Chordata","Reptilia","Theropoda","Dromaeosauridae","Dromaeosauroides","14.752449","55.080208","DK","Bornholm","","estimated from map","6","small collection","Carl Nielsen's sand pit, near Robbedale, SW Bornholm Island"
"636403","occ","33939","","59069","Soriatitan golmayensis","species","359458","Late Hauterivian","Early Barremian","132.6","121.4","63208","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Soriatitan","-2.533300","41.766701","ES","Castilla y Leon","Soria","based on nearby landmark","4","small collection","Zorralbo, near Golmayo, 5 km W of Soria; UTM 30 TWM394238"
"636410","occ","33486","","68471","Europatitan eastwoodi","species","356195","Late Barremian","Early Aptian","125.77","119.5","62571","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Europatitan","-3.306101","42.037514","ES","Castilla y Leon","Burgos","estimated from map","6","small collection","El Oterillo, 2.5 km NW of Salas de los Infantes, in the area between the communities of Barbadillo del Mercado, La Revilla-Ahedo, and Pinilla de los Moros"
"636497","occ","27821","","68489","Delapparentia turolensis","species","251720","Early Barremian","","125.77","121.4","43708","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Delapparentia","-0.861015","40.654675","ES","Aragón","Teruel","estimated from map","6","small collection","2 km W of Galve in primary red, but shown as E on map in ref 19754, and described as 2.5 km ESE in ref 25010). From the E part of a small crest or small hill. Maestrazgo basin, Galve sub-basin, central Iberian Cordillera; original ""La Maca"" site"
"637751","occ","19976","","68621","Lamplughsaura dharmaramensis","species","110384","Hettangian","Sinemurian","201.4","192.9","25610","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lamplughsaura","79.533333","19.250000","IN","Andhra Pradesh","Adilabad","stated in text","minutes","small collection","described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
"638287","occ","","","68658","Cetiosaurus oxoniensis","species","66688","Late Bathonian","","168.2","165.3","55987","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cetiosaurus","-1.301667","51.858334","UK","England","Oxfordshire","based on nearby landmark","seconds","small collection","Gibraltar Quarry, Bletchingdon Station (OUM), N of Oxford"
"638678","occ","24452","","56365","Oxalaia quilombensis","species","180308","Cenomanian","","100.5","93.9","35567","Chordata","Reptilia","Theropoda","Spinosauridae","Oxalaia","-44.461399","-2.478100","BR","Maranhão","","stated in text","4","outcrop","""Laje do Coringa"", on Ilha do Cajual, in Baia de São Marcos, municipality of Alcântara; easternmost beach on island. UTM 2070559882 / 9726080"
"639372","occ","","","22648","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","154.8","145","13449","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming"
"639647","occ","28352","","68875","Rhabdodon septimanicus","species","67672","Early Maastrichtian","","72.1","66","14445","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Rhabdodontidae","Rhabdodon","2.905978","43.338146","FR","Languedoc-Roussillon","Hérault","based on nearby landmark","6","small collection","Mountouliers, Hérault"
"639671","occ","18970","","68888","Scipionyx samniticus","species","57428","Early Albian","","113","109.9","10513","Chordata","Reptilia","Theropoda","Compsognathidae","Scipionyx","14.548056","41.347778","IT","Campania","Benevento","stated in text","seconds","outcrop","""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
"639806","occ","29762","","68904","Torvosaurus gurneyi","species","289557","Late Kimmeridgian","","152.2","149.2","50323","Chordata","Reptilia","Megalosauridae","NO_FAMILY_SPECIFIED","Torvosaurus","-9.358712","39.330112","PT","Centro","Leiria","estimated from map","6","small collection","Praia da Vermelha, Peniche"
"641349","occ","19038","","69151","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.6","72.1","19935","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Albertaceratops","-110.862686","49.120899","CA","Alberta","","stated in text","4","small collection","Milk River badlands, Pinhorn Grazing Reserve on the Milk River, approx. 15 km S of Manyberries; UTM: 12 U, 510019 E, 5440905 N"
"641358","occ","18990","","69152","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.6","72.1","19935","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Albertaceratops","-110.562073","48.945168","US","Montana","Hill","based on nearby landmark","6","outcrop","location approximate; from W side of Kennedy Coulee, bordering Milk River, near Havre; on private land owned by the Mansfields."
"642473","occ","40141","","69281","Brachylophosaurus canadensis","species","65213","Middle Campanian","","83.6","72.1","82729","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Brachylophosaurus","-107.778336","48.562222","US","Montana","Phillips","based on nearby landmark","seconds","small collection","on Fanny Hill, about 10 mi N of Malta"
